iter	Logloss
290	0.364319627
291	0.3642899352
292	0.3641811588
293	0.3641633586
294	0.3641285031
295	0.3640988823
296	0.3640703961
297	0.3640382785
298	0.3637897149
299	0.3637582348
300	0.3635392401
301	0.3635083782
302	0.3634777694
303	0.3633037006
304	0.3630981732
305	0.3630549402
306	0.3629733161
307	0.362789804
308	0.3627246841
309	0.3626975824
310	0.3626749441
311	0.3625950838
312	0.362576311
313	0.3625454657
314	0.3624761006
315	0.3624464286
316	0.3623212165
317	0.362287614
318	0.3622628947
319	0.3621246709
320	0.362059286
321	0.3620449385
322	0.3620204097
323	0.3619924232
324	0.3619453608
325	0.3619219074
326	0.3618210859
327	0.3617897135
328	0.3617633645
329	0.3616734682
330	0.361544372
331	0.3615220711
332	0.3614836289
333	0.3614594714
334	0.3614375395
335	0.3613693786
336	0.3612287862
337	0.3610833811
338	0.3609646467
339	0.3608437878
340	0.3607320241
341	0.3607117851
342	0.3606911536
343	0.3606402618
344	0.3605346968
345	0.3605220446
346	0.3604315124
347	0.3600943243
348	0.3600726584
349	0.3600335484
350	0.3600100278
351	0.3599827752
352	0.3599481775
353	0.3598512017
354	0.3598144142
355	0.3597816393
356	0.359741696
357	0.3596590133
358	0.3596448944
359	0.3596304436
360	0.3595384129
361	0.3595003609
362	0.3594607725
363	0.3594153821
364	0.3593705586
365	0.3593545578
366	0.359332645
367	0.3592390715
368	0.3592155252
369	0.3591630997
370	0.3591377798
371	0.3591118591
372	0.3590291207
373	0.3589850751
374	0.3589046052
375	0.3588835927
376	0.3588553319
377	0.3587254804
378	0.3586999625
379	0.3586706731
380	0.35864518
381	0.3585746274
382	0.3584968688
383	0.3584680493
384	0.3584451276
385	0.3583978954
386	0.3583673119
387	0.3583175439
388	0.3582973666
389	0.3582676572
390	0.3582507655
391	0.3582140713
392	0.3581741057
393	0.3581176008
394	0.3580913813
395	0.3580696279
396	0.3580224064
397	0.3579596491
398	0.3579087625
399	0.3578979075
400	0.3578662482
401	0.3578058132
402	0.3577825705
403	0.3577259471
404	0.3577067331
405	0.3576592719
406	0.3576263658
407	0.3576067529
408	0.3575310318
409	0.3575033658
410	0.3574748555
411	0.3574538373
412	0.3574171927
413	0.3573713604
414	0.3573367179
415	0.3573253798
416	0.3572966458
417	0.3572251516
418	0.3572097966
419	0.3571765419
420	0.3571354182
421	0.3571010533
422	0.3570717083
423	0.357047357
424	0.3570064568
425	0.3569609594
426	0.35692653
427	0.3569013796
428	0.3568827422
429	0.3568562489
430	0.3568358009
431	0.3568054336
432	0.3567913854
433	0.3567725844
434	0.3567479828
435	0.3567265327
436	0.3566803059
437	0.3566626994
438	0.3566232944
439	0.3565992466
440	0.3565742609
441	0.3565519787
442	0.3565114045
443	0.3564922201
444	0.3564604348
445	0.3564306692
446	0.3563973221
447	0.3563689393
448	0.3563424192
449	0.3562970484
450	0.3562572996
451	0.356211521
452	0.3561864728
453	0.3561557849
454	0.3561268362
455	0.3560969965
456	0.3560681371
457	0.3560342158
458	0.3560096053
459	0.3559800625
460	0.3559483949
461	0.355931804
462	0.3559087771
463	0.355891338
464	0.3558522462
465	0.355808769
466	0.3557954205
467	0.3557760145
468	0.355740399
469	0.3556951282
470	0.355664061
471	0.3556289188
472	0.3555993012
473	0.3555724701
474	0.3555377645
475	0.3555121694
476	0.3554930341
477	0.3554568499
478	0.3554303997
479	0.3553903887
480	0.35536717
481	0.3553397102
482	0.3553232984
483	0.3552842443
484	0.3552677915
485	0.3552346109
486	0.3552122987
487	0.3551879744
488	0.3551522243
489	0.3551275511
490	0.3550905815
491	0.3550677092
492	0.3550394979
493	0.3550022798
494	0.3549694886
495	0.3549249689
496	0.354883265
497	0.3548461106
498	0.3548188334
499	0.3547991393
500	0.354768026
501	0.354734221
502	0.3547087026
503	0.3546803047
504	0.3546544448
505	0.354620425
506	0.3545941928
507	0.3545604999
508	0.3545356395
509	0.3545089204
510	0.3544787547
511	0.354460395
512	0.3544479553
513	0.3544164282
514	0.354392771
515	0.3543651979
516	0.3543486897
517	0.3543276379
518	0.3542994037
519	0.3542724389
520	0.3542343372
521	0.3542127247
522	0.3541893992
523	0.3541534355
524	0.3541202421
525	0.3540762513
526	0.3540496577
527	0.3540270423
528	0.3540126417
529	0.3539889433
530	0.3539748737
531	0.3539518043
532	0.3539326876
533	0.3538956365
534	0.353866083
535	0.3538477558
536	0.3538137696
537	0.3537874468
538	0.3537673085
539	0.3537456364
540	0.3537199615
541	0.3536883923
542	0.3536649628
543	0.3536266087
544	0.353600032
545	0.3535791966
546	0.3535621699
547	0.3535263083
548	0.3535021556
549	0.3534825296
550	0.3534566082
551	0.3534375571
552	0.353420538
553	0.353401889
554	0.3533790447
555	0.3533449287
556	0.3533264745
557	0.3532979079
558	0.3532803206
559	0.3532458769
560	0.3532090135
561	0.3531944035
562	0.3531752803
563	0.3531539443
564	0.353139357
565	0.3531126925
566	0.3530892063
567	0.3530670893
568	0.3530468637
569	0.3530167905
570	0.3529773358
571	0.3529469054
572	0.3529233431
573	0.3529017632
574	0.3528831339
575	0.3528659568
576	0.3528377951
577	0.3528132926
578	0.3527845453
579	0.3527539657
580	0.3527103601
581	0.3526697001
582	0.3526470221
583	0.3526203817
584	0.3526032347
585	0.3525842157
586	0.3525679517
587	0.3525422498
588	0.3525222428
589	0.3524989482
590	0.3524795125
591	0.3524586968
592	0.3524413227
593	0.3524223859
594	0.3524077463
595	0.352382095
596	0.3523624084
597	0.3523375795
598	0.3523085585
599	0.3522682981
600	0.3522378347
601	0.3522215115
602	0.3521943585
603	0.3521598992
604	0.352132945
605	0.3521157404
606	0.3520925065
607	0.352069945
608	0.3520472476
609	0.3520311617
610	0.3520040449
611	0.3519797982
612	0.3519587415
613	0.3519435124
614	0.3519273518
615	0.3519064564
616	0.3518883614
617	0.3518654062
618	0.351845658
619	0.351821457
620	0.3518039408
621	0.3517712462
622	0.351745257
623	0.3517221688
624	0.3516984103
625	0.3516752197
626	0.3516553386
627	0.351636942
628	0.3515864767
629	0.351562284
630	0.3515408589
631	0.3515272306
632	0.351509679
633	0.3514869955
634	0.3514652307
635	0.3514393582
636	0.3514121424
637	0.3513966336
638	0.3513714514
639	0.3513521109
640	0.3513139737
641	0.351288034
642	0.3512852105
643	0.3512708938
644	0.3512426893
645	0.3512251818
646	0.3512219261
647	0.3512064108
648	0.35118439
649	0.351165622
650	0.3511431485
651	0.3511222287
652	0.3510980471
653	0.3510798923
654	0.3510483569
655	0.3510146878
656	0.3509936282
657	0.3509738707
658	0.3509605864
659	0.3509470671
660	0.3509149189
661	0.3509000199
662	0.3508678582
663	0.3508455543
664	0.3508248205
665	0.3507955197
666	0.3507663407
667	0.3507476293
668	0.3507248228
669	0.3507193197
670	0.3507056637
671	0.350685982
672	0.3506678844
673	0.3506509053
674	0.3506348627
675	0.3506146333
676	0.3505905887
677	0.3505729003
678	0.3505517508
679	0.3505455335
680	0.3505223034
681	0.3505138905
682	0.3504986979
683	0.3504691043
684	0.3504585899
685	0.3504425618
686	0.3504136329
687	0.3503945155
688	0.3503700009
689	0.3503516843
690	0.3503416493
691	0.3503277724
692	0.3503140973
693	0.3502965624
694	0.3502842736
695	0.3502685354
696	0.3502584434
697	0.3502268174
698	0.350207779
699	0.3501959846
700	0.3501709837
701	0.350149834
702	0.3501335101
703	0.3501105485
704	0.3500867245
705	0.350078699
706	0.3500610721
707	0.3500463406
708	0.3500461235
709	0.3500253631
710	0.3500072054
711	0.3499899412
712	0.3499762594
713	0.349954071
714	0.3499255746
715	0.3499122641
716	0.3498907852
717	0.3498809324
718	0.3498547947
719	0.3498358889
720	0.3498199027
721	0.3498050401
722	0.3497835907
723	0.3497711547
724	0.3497593368
725	0.3497444476
726	0.3497196131
727	0.3496889066
728	0.3496679242
729	0.349648137
730	0.3496389109
731	0.349614
732	0.3495961684
733	0.3495749715
734	0.3495532381
735	0.349536148
736	0.34951661
737	0.349492079
738	0.3494625512
739	0.3494293518
740	0.3494122513
741	0.3493919864
742	0.3493782703
743	0.3493626604
744	0.3493431392
745	0.3493199475
746	0.3493100185
747	0.3492978305
748	0.3492913692
749	0.3492764921
750	0.3492591113
751	0.3491761906
752	0.3491598121
753	0.3491426278
754	0.3491215194
755	0.3490599228
756	0.3490470876
757	0.3490264825
758	0.3490220645
759	0.3490145216
760	0.3490044944
761	0.3489775581
762	0.3489559178
763	0.3489328902
764	0.3489113056
765	0.3488896504
766	0.3488733548
767	0.3487291463
768	0.3487219349
769	0.348712651
770	0.3487014196
771	0.3486861
772	0.3486759764
773	0.3486627369
774	0.3486550209
775	0.3486411689
776	0.3486261032
777	0.3486120792
778	0.3485896397
779	0.348576101
780	0.3485116602
781	0.3484846839
782	0.3484652582
783	0.3484402233
784	0.3484330376
785	0.3484074739
786	0.348394495
787	0.348381261
788	0.3483557085
789	0.3483410586
790	0.3483258146
791	0.348301633
792	0.3482887391
793	0.348272761
794	0.3482492364
795	0.3482358145
796	0.3482192728
797	0.3481979731
798	0.3481847316
799	0.3481668635
800	0.348151221
801	0.3481378297
802	0.3481167449
803	0.348095487
804	0.3480853398
805	0.3480747848
806	0.3480629752
807	0.3480485322
808	0.3480260077
809	0.3480034862
810	0.3479847784
811	0.347975953
812	0.3479616616
813	0.347949086
814	0.3479415338
815	0.3479258304
816	0.3479111717
817	0.3478907217
818	0.3478750525
819	0.3478544566
820	0.3478249303
821	0.3478032266
822	0.3477834537
823	0.3477594457
824	0.3477390304
825	0.3477144286
826	0.3476974328
827	0.3476799504
828	0.347662637
829	0.3476479621
830	0.347633486
831	0.3476066329
832	0.3475974067
833	0.347585687
834	0.3475610874
835	0.3475480396
836	0.3475420258
837	0.347462529
838	0.3474477183
839	0.3474370469
840	0.3474195856
841	0.3473421881
842	0.3473270101
843	0.3473069422
844	0.347291658
845	0.3472771962
846	0.3472446568
847	0.3472325545
848	0.3472226247
849	0.3472173284
850	0.3472009526
851	0.347186375
852	0.3471734834
853	0.3471585698
854	0.3471541875
855	0.3471391217
856	0.3471315273
857	0.3470531743
858	0.3470264134
859	0.3469986128
860	0.3469912151
861	0.3469759795
862	0.3469641603
863	0.3469594464
864	0.3469446859
865	0.3469347812
866	0.3469245563
867	0.3469097823
868	0.3468933106
869	0.3468700117
870	0.3468544674
871	0.3468287266
872	0.3467604871
873	0.34675284
874	0.3467327744
875	0.3467220224
876	0.3467075824
877	0.3466963162
878	0.3466813986
879	0.3466687996
880	0.3466546408
881	0.3466350729
882	0.3466156946
883	0.3465821862
884	0.3465539976
885	0.3465475903
886	0.346530046
887	0.3465120264
888	0.3464938772
889	0.3464806548
890	0.3464652438
891	0.3464566765
892	0.3463808137
893	0.3463626595
894	0.3463485038
895	0.3463342334
896	0.3463183042
897	0.3463068338
898	0.3462968243
899	0.3462793427
900	0.3462591088
901	0.3462428598
902	0.3462216035
903	0.3462186259
904	0.3462059659
905	0.3461509359
906	0.346134569
907	0.3461267571
908	0.3461147809
909	0.3461034848
910	0.3460884637
911	0.3460791113
912	0.3460689471
913	0.3460592665
914	0.3460431921
915	0.3460304603
916	0.3460126329
917	0.3460040307
918	0.3459337154
919	0.3459223218
920	0.3459081321
921	0.345896511
922	0.3458854061
923	0.345874924
924	0.3458622875
925	0.3458498171
926	0.3458288947
927	0.3458111864
928	0.3457851684
929	0.3457728824
930	0.345756305
931	0.3457502995
932	0.3457430836
933	0.3457310658
934	0.3457085049
935	0.3456999652
936	0.3456852762
937	0.3456676978
938	0.3456475257
939	0.3456213332
940	0.3455999057
941	0.3455878966
942	0.3455715565
943	0.3455471532
944	0.3455262244
945	0.3455036912
946	0.34548359
947	0.3454742307
948	0.3454599652
949	0.3454397078
950	0.3454176044
951	0.3453976149
952	0.3453842358
953	0.3453763755
954	0.3453719239
955	0.3453459307
956	0.3453317452
957	0.3453222697
958	0.3453020188
959	0.3452766424
960	0.345260486
961	0.3452503124
962	0.3452407166
963	0.3452304883
964	0.3451882518
965	0.345171081
966	0.3451570343
967	0.3451370121
968	0.3451272962
969	0.3451061418
970	0.3450960986
971	0.3450620792
972	0.345051422
973	0.3450387345
974	0.3450173381
975	0.3449968298
976	0.3449747528
977	0.3449676893
978	0.3449490265
979	0.3449402157
980	0.3449280309
981	0.3449166804
982	0.3448941723
983	0.3448786353
984	0.3448570862
985	0.3448521518
986	0.3448334955
987	0.3448231568
988	0.3448068628
989	0.3447877119
990	0.3447786022
991	0.3447662573
992	0.3447528001
993	0.3447423345
994	0.3447309043
995	0.3447076579
996	0.3446799564
997	0.3446692806
998	0.344660918
999	0.3446303642
1000	0.3446084077
1001	0.3445562244
1002	0.3445396712
1003	0.3445168787
1004	0.344498831
1005	0.3444799301
1006	0.3444696023
1007	0.3444608659
1008	0.3444343025
1009	0.3444121086
1010	0.3443934857
1011	0.3443709957
1012	0.3443643741
1013	0.3443471051
1014	0.3443272777
1015	0.3443160743
1016	0.3443064147
1017	0.3442900243
1018	0.3442751998
1019	0.3442541494
1020	0.344236007
1021	0.3442169225
1022	0.3442023683
1023	0.3441833672
1024	0.3441684222
1025	0.3441606536
1026	0.3441451527
1027	0.3441295001
1028	0.3441082341
1029	0.3440992622
1030	0.344087575
1031	0.3440812405
1032	0.3440627427
1033	0.3440455586
1034	0.3440349161
1035	0.3440184983
1036	0.3440026558
1037	0.3439850383
1038	0.343971479
1039	0.3439616131
1040	0.3439481729
1041	0.3439358072
1042	0.3439168982
1043	0.3439052478
1044	0.343889124
1045	0.3438705837
1046	0.3438653492
1047	0.3438550059
1048	0.3438431271
1049	0.3438172314
1050	0.3438042835
1051	0.3437880206
1052	0.3437741416
1053	0.3437498851
1054	0.3437393708
1055	0.3437257591
1056	0.3437052061
1057	0.3436942918
1058	0.3436685104
1059	0.3436486513
1060	0.3436437223
1061	0.3436308267
1062	0.3436131851
1063	0.3435988057
1064	0.3435873262
1065	0.3435807224
1066	0.3435645089
1067	0.3435460034
1068	0.3435297268
1069	0.3435043261
1070	0.3434939088
1071	0.3434866131
1072	0.3434702475
1073	0.3434547187
1074	0.3434502447
1075	0.3434411502
1076	0.3434198392
1077	0.3434031663
1078	0.3433915823
1079	0.3433808019
1080	0.3433756973
1081	0.3433631599
1082	0.3433461332
1083	0.3433262343
1084	0.3433069956
1085	0.3432448813
1086	0.3432211517
1087	0.3432016708
1088	0.3431936615
1089	0.3431775858
1090	0.3431697593
1091	0.3431570699
1092	0.3431409849
1093	0.3431228812
1094	0.343114726
1095	0.3431027458
1096	0.3430887604
1097	0.3430720517
1098	0.3430655051
1099	0.3430587294
1100	0.3430482421
1101	0.3430391974
1102	0.3430235916
1103	0.3430137655
1104	0.3430083095
1105	0.3430001567
1106	0.3429828772
1107	0.3429732897
1108	0.3429605523
1109	0.3429503855
1110	0.3429427491
1111	0.3429275876
1112	0.3429103699
1113	0.3428944046
1114	0.3428769481
1115	0.3428601723
1116	0.3428424879
1117	0.3428129954
1118	0.3427930727
1119	0.3427838067
1120	0.3427732756
1121	0.3427644636
1122	0.342754611
1123	0.3427442913
1124	0.3427309427
1125	0.3427198504
1126	0.3427094612
1127	0.3426952195
1128	0.3426645538
1129	0.3426459693
1130	0.3426353231
1131	0.3426297684
1132	0.3426135177
1133	0.3426057149
1134	0.3425896692
1135	0.3425693417
1136	0.3425467963
1137	0.3425379058
1138	0.3425200006
1139	0.3425012173
1140	0.3424896967
1141	0.3424744321
1142	0.3424580733
1143	0.3424264695
1144	0.3424084109
1145	0.3424010751
1146	0.3423856343
1147	0.3423772826
1148	0.342364226
1149	0.3423510391
1150	0.3423357876
1151	0.342316281
1152	0.342307512
1153	0.3422967025
1154	0.3422910709
1155	0.3422763312
1156	0.3422586867
1157	0.3422420377
1158	0.3422316108
1159	0.3422225906
1160	0.3422089518
1161	0.3422018375
1162	0.3421901142
1163	0.3421597385
1164	0.3421305967
1165	0.3421033855
1166	0.3420907323
1167	0.3420767416
1168	0.342058605
1169	0.3420489731
1170	0.3420433058
1171	0.3420222411
1172	0.3420083194
1173	0.3419932686
1174	0.341976724
1175	0.3419648883
1176	0.3419549386
1177	0.3419278659
1178	0.3419091241
1179	0.341900819
1180	0.3418809255
1181	0.3418660656
1182	0.3418562372
1183	0.3418477458
1184	0.3418330192
1185	0.3418270097
1186	0.3418159177
1187	0.3418008974
1188	0.3417911112
1189	0.341786817
1190	0.3417640335
1191	0.3417492659
1192	0.3417439261
1193	0.3417243802
1194	0.3417053141
1195	0.3416946484
1196	0.341690271
1197	0.3416587864
1198	0.3416406095
1199	0.3416363326
1200	0.341620466
1201	0.3416107942
1202	0.3416025809
1203	0.3415983828
1204	0.3415864607
1205	0.3415752654
1206	0.3415666502
1207	0.3415426392
1208	0.3415207786
1209	0.341510755
1210	0.3414872922
1211	0.3414761327
1212	0.3414638083
1213	0.3413758134
1214	0.34136415
1215	0.3413393857
1216	0.3413145992
1217	0.3413039626
1218	0.3412825479
1219	0.3412680588
1220	0.3412508537
1221	0.3412332946
1222	0.3412005121
1223	0.3411890177
1224	0.3411790236
1225	0.3411689667
1226	0.3411548571
1227	0.341149617
1228	0.3411278688
1229	0.3411113074
1230	0.3410983775
1231	0.341084781
1232	0.3410658836
1233	0.341052504
1234	0.3410409112
1235	0.3410303751
1236	0.3409848024
1237	0.3409737239
1238	0.3409545823
1239	0.3409260119
1240	0.3409184579
1241	0.3409080186
1242	0.3408970096
1243	0.3408865581
1244	0.3408800405
1245	0.3408721659
1246	0.3408485681
1247	0.3408314318
1248	0.340821866
1249	0.3407959409
1250	0.3407806568
1251	0.3407689879
1252	0.340746725
1253	0.3407364252
1254	0.3407194725
1255	0.3407024872
1256	0.3406922381
1257	0.3406848516
1258	0.3406760182
1259	0.3406636262
1260	0.3406457691
1261	0.3406393125
1262	0.3406208294
1263	0.3405993898
1264	0.340589668
1265	0.3405805136
1266	0.3405711875
1267	0.3405597964
1268	0.3405498727
1269	0.3405144492
1270	0.3405048866
1271	0.3404856029
1272	0.340481889
1273	0.3404761047
1274	0.3404454605
1275	0.3404364936
1276	0.3404272729
1277	0.3404058075
1278	0.3403760543
1279	0.3403672084
1280	0.3403536536
1281	0.3403398207
1282	0.3403302878
1283	0.3403194008
1284	0.3402970264
1285	0.3402851922
1286	0.3402662647
1287	0.3402464292
1288	0.3402324192
1289	0.340215091
1290	0.3402044237
1291	0.3401859053
1292	0.340173964
1293	0.3401622417
1294	0.3401512699
1295	0.3401352606
1296	0.3401158123
1297	0.3400953654
1298	0.3400754678
1299	0.3400641844
1300	0.3400589134
1301	0.3400377432
1302	0.3400240453
1303	0.3400173198
1304	0.3400075963
1305	0.3399888906
1306	0.3399720409
1307	0.3399580304
1308	0.3399475097
1309	0.3399217123
1310	0.3398876908
1311	0.3398713315
1312	0.3398599182
1313	0.339825216
1314	0.3398198821
1315	0.3398005926
1316	0.3397935871
1317	0.3397833259
1318	0.3397616886
1319	0.3397490218
1320	0.3397322016
1321	0.3397251959
1322	0.3397079075
1323	0.3396950031
1324	0.3396785528
1325	0.3396533573
1326	0.3396336559
1327	0.3396184641
1328	0.3395995137
1329	0.339566409
1330	0.3395499606
1331	0.3395293384
1332	0.3395174638
1333	0.3395032688
1334	0.3394838504
1335	0.3394758395
1336	0.3394440958
1337	0.33943968
1338	0.3394331761
1339	0.3394153765
1340	0.3393995633
1341	0.3393783114
1342	0.3393669443
1343	0.3393513163
1344	0.339332541
1345	0.3393174371
1346	0.3393051136
1347	0.3392932505
1348	0.3392864288
1349	0.339277994
1350	0.3392676307
1351	0.3392531849
1352	0.3392436312
1353	0.3392286173
1354	0.3392238424
1355	0.3391983555
1356	0.3391854921
1357	0.3391746377
1358	0.3391511102
1359	0.3391449877
1360	0.3391350683
1361	0.3391187149
1362	0.3391045892
1363	0.3390880385
1364	0.3390759476
1365	0.3390647123
1366	0.3390502883
1367	0.3390357673
1368	0.3390156013
1369	0.3390068182
1370	0.3389966622
1371	0.3389679068
1372	0.3389613706
1373	0.3389494881
1374	0.3389391345
1375	0.3388985704
1376	0.3388747891
1377	0.3388508215
1378	0.3388404841
1379	0.3388302128
1380	0.3388129448
1381	0.3387978745
1382	0.338780021
1383	0.3387676598
1384	0.3387530618
1385	0.3387446733
1386	0.3387230744
1387	0.3387095104
1388	0.3386859127
1389	0.3386749757
1390	0.3386685556
1391	0.3386592214
1392	0.3386590072
1393	0.3386408282
1394	0.3386246578
1395	0.33861734
1396	0.3386096278
1397	0.338599051
1398	0.3385796521
1399	0.3385659646
1400	0.3385498761
1401	0.338522956
1402	0.338510902
1403	0.3385025619
1404	0.3384853008
1405	0.3384641423
1406	0.3384435288
1407	0.3384244764
1408	0.3384144956
1409	0.3384057488
1410	0.3383949667
1411	0.3383840621
1412	0.3383757326
1413	0.3383698328
1414	0.3383591292
1415	0.3383498614
1416	0.3383367693
1417	0.3383243618
1418	0.3383056787
1419	0.338299471
1420	0.3382778349
1421	0.3382606518
1422	0.338249826
1423	0.3382403578
1424	0.3382227901
1425	0.3382052194
1426	0.338191425
1427	0.3381750543
1428	0.3381593663
1429	0.3381431445
1430	0.338129161
1431	0.3381148235
1432	0.3381079259
1433	0.3380936302
1434	0.3380762781
1435	0.3380690743
1436	0.3380521328
1437	0.3380307986
1438	0.3380155893
1439	0.338002997
1440	0.3379850691
1441	0.3379742302
1442	0.3379677625
1443	0.337934338
1444	0.3379158145
1445	0.3379018759
1446	0.337890077
1447	0.3378835568
1448	0.3378743452
1449	0.3378721394
1450	0.3378633852
1451	0.3378524371
1452	0.3378335144
1453	0.3378233078
1454	0.337804959
1455	0.337788302
1456	0.3377765987
1457	0.337768363
1458	0.337755359
1459	0.33774441
1460	0.3377194378
1461	0.3377056316
1462	0.3377032693
1463	0.33769751
1464	0.3376749977
1465	0.3376677293
1466	0.3376511075
1467	0.3376453588
1468	0.3376427078
1469	0.3376246982
1470	0.3376077497
1471	0.3375782692
1472	0.3375652057
1473	0.3375487324
1474	0.3375334824
1475	0.3375257742
1476	0.3375133881
1477	0.3374783755
1478	0.3374712269
1479	0.3374662246
1480	0.3374541245
1481	0.3374399179
1482	0.3374342194
1483	0.3374116746
1484	0.3373954117
1485	0.3373781385
1486	0.3373673811
1487	0.3373493954
1488	0.3373430069
1489	0.3373330027
1490	0.3373328595
1491	0.3373206751
1492	0.3373079213
1493	0.337298565
1494	0.3372954532
1495	0.3372827385
1496	0.3372688464
1497	0.3372614722
1498	0.3372473987
1499	0.3372255725
1500	0.3372192625
1501	0.3372048365
1502	0.3371887809
1503	0.3371729194
1504	0.3371609843
1505	0.3371535931
1506	0.3371419546
1507	0.3371277968
1508	0.3371122831
1509	0.3370967655
1510	0.337091248
1511	0.3370721819
1512	0.3370548582
