iter	Passed	Remaining
189	142236	2103606
190	144009	2117915
191	146136	2137252
192	148245	2156084
193	149888	2167972
194	151746	2182809
195	153666	2198365
196	155443	2211710
197	157437	2227980
198	159333	2242677
199	161379	2259312
200	163138	2271765
201	164685	2281142
202	166535	2294584
203	167929	2301616
204	169867	2315995
205	171398	2324696
206	172729	2330601
207	174261	2339124
208	176827	2361366
209	178378	2369879
210	179694	2375204
211	180878	2378718
212	182195	2383944
213	183651	2390905
214	184963	2395923
215	185813	2394933
216	187112	2399690
217	187939	2398387
218	189207	2402675
219	190399	2405959
220	191904	2413131
221	193268	2418464
222	194489	2421955
223	195815	2426717
224	197396	2434562
225	198675	2438606
226	199969	2442801
227	201603	2451076
228	202725	2453061
229	204096	2458036
230	205006	2457412
231	205304	2449491
232	205555	2441076
233	205831	2433035
234	206080	2424729
235	206414	2417493
236	206654	2409227
237	206944	2401598
238	207209	2393743
239	207463	2385824
240	207710	2377901
241	207971	2370187
242	208220	2362404
243	208526	2355323
244	208784	2347755
245	209019	2340003
246	209273	2332510
247	209524	2325047
248	209783	2317731
249	210029	2310325
250	210261	2302821
251	210493	2295383
252	210757	2288341
253	211006	2281201
254	211263	2274187
255	211515	2267180
256	211808	2260663
257	212045	2253600
258	212372	2247535
259	212596	2240437
260	212881	2234036
261	213128	2227271
262	213369	2220505
263	213623	2213920
264	213876	2207363
265	214114	2200711
266	214377	2194359
267	214695	2188617
268	214917	2181934
269	215174	2175648
270	215428	2169390
271	215689	2163236
272	215943	2157058
273	216188	2150842
274	216413	2144463
275	216672	2138464
276	216919	2132393
277	217176	2126458
278	217441	2120638
279	217702	2114825
280	217951	2108933
281	218198	2103066
282	218424	2097033
283	218684	2091364
284	218915	2085455
285	219190	2080013
286	219403	2074009
287	219638	2068260
288	219905	2062847
289	220220	2057926
290	220466	2052380
291	220718	2046938
292	221025	2042035
293	221259	2036486
294	221489	2030944
295	221724	2025484
296	221976	2020214
297	222230	2014988
298	222536	2010268
299	222789	2005103
300	222988	1999491
301	223233	1994313
302	223491	1989297
303	223846	1985162
304	224077	1979960
305	224345	1975122
306	224694	1971013
307	224971	1966313
308	225243	1961586
309	225476	1956551
310	225744	1951853
311	226018	1947233
312	226266	1942420
313	226528	1937759
314	226839	1933533
315	227087	1928805
316	227367	1924373
317	227608	1919638
318	227869	1915099
319	228227	1911402
320	228508	1907087
321	228725	1902255
322	228976	1897738
323	229219	1893186
324	229493	1888911
325	229783	1884789
326	230137	1881213
327	230370	1876678
328	230634	1872416
329	230981	1868849
330	231331	1865325
331	231601	1861181
332	231912	1857390
333	232163	1853136
334	232427	1849013
335	232785	1845658
336	233128	1842196
337	233349	1837797
338	233609	1833734
339	233863	1829636
340	234095	1825392
341	234347	1821330
342	234594	1817254
343	234918	1813788
344	235217	1810149
345	235447	1806005
346	235747	1802415
347	236077	1799075
348	236315	1795052
349	236584	1791282
350	236836	1787407
351	237087	1783542
352	237343	1779739
353	237676	1776532
354	237945	1772863
355	238263	1769576
356	238529	1765918
357	238877	1762892
358	239101	1758964
359	239343	1755182
360	239658	1751964
361	239916	1748344
362	240239	1745213
363	240538	1741925
364	240835	1738632
365	241097	1735110
366	241364	1731643
367	241698	1728669
368	241953	1725147
369	242366	1722767
370	242611	1719205
371	242888	1715889
372	243199	1712827
373	243447	1709341
374	243718	1706026
375	243956	1702503
376	244224	1699207
377	244506	1696024
378	244850	1693278
379	245092	1689851
380	245341	1686479
381	245626	1683379
382	245911	1680291
383	246153	1676922
384	246391	1673544
385	246770	1671135
386	247049	1668064
387	247350	1665150
388	247616	1662024
389	247877	1658869
390	248089	1655410
391	248325	1652121
392	248585	1649014
393	248886	1646188
394	249138	1643051
395	249404	1640026
396	249782	1637739
397	250065	1634850
398	250312	1631733
399	250549	1628574
400	250793	1625469
401	251073	1622611
402	251324	1619575
403	251625	1616883
404	251864	1613797
405	252300	1611989
406	252548	1608989
407	252802	1606038
408	253149	1603695
409	253391	1600693
410	253607	1597539
411	253854	1594600
412	254206	1592327
413	254545	1589987
414	254804	1587155
415	255047	1584237
416	255292	1581347
417	255576	1578707
418	255820	1575830
419	256108	1573235
420	256357	1570419
421	256625	1567728
422	256861	1564852
423	257109	1562062
424	257369	1559358
425	257740	1557332
426	258000	1554648
427	258259	1551968
428	258524	1549339
429	258811	1546849
430	259064	1544170
431	259310	1541457
432	259569	1538835
433	259822	1536188
434	260072	1533532
435	260315	1530846
436	260608	1528466
437	260865	1525884
438	261211	1523832
439	261477	1521324
440	261761	1518927
441	262056	1516605
442	262433	1514765
443	262670	1512128
444	262952	1509762
445	263308	1507827
446	263590	1505475
447	263870	1503118
448	264156	1500806
449	264459	1498603
450	264728	1496216
451	265049	1494127
452	265311	1491718
453	265565	1489273
454	265851	1487016
455	266090	1484507
456	266370	1482232
457	266662	1480034
458	266914	1477622
459	267230	1475577
460	267528	1473437
461	267867	1471533
462	268153	1469344
463	268434	1467134
464	268762	1465190
465	269189	1463787
466	269453	1461508
467	269722	1459265
468	269987	1457014
469	270422	1455676
470	270723	1453627
471	270971	1451304
472	271239	1449097
473	271521	1446970
474	271929	1445518
475	272204	1443371
476	272465	1441151
477	272817	1439427
478	273147	1437588
479	273415	1435429
480	273722	1433484
481	273980	1431294
482	274243	1429131
483	274593	1427432
484	274857	1425289
485	275240	1423774
486	275506	1421660
487	275801	1419697
488	276087	1417700
489	276382	1415756
490	276656	1413711
491	276934	1411688
492	277207	1409654
493	277496	1407705
494	277838	1406031
495	278134	1404130
496	278526	1402718
497	278790	1400668
498	279070	1398706
499	279363	1396818
500	279817	1395735
501	280117	1393889
502	280405	1391994
503	280669	1389982
504	280943	1388029
505	281249	1386236
506	281498	1384174
507	281774	1382245
508	282039	1380275
509	282313	1378354
510	282592	1376464
511	282877	1374608
512	283157	1372733
513	283439	1370877
514	283697	1368907
515	283980	1367068
516	284267	1365251
517	284520	1363283
518	284796	1361426
519	285085	1359640
520	285412	1358039
521	285711	1356306
522	286119	1355100
523	286442	1353497
524	286773	1351933
525	287095	1350330
526	287331	1348329
527	287611	1346545
528	287893	1344772
529	288167	1342969
530	288441	1341171
531	288725	1339426
532	288993	1337611
533	289278	1335881
534	289660	1334603
535	289918	1332758
536	290205	1331054
537	290487	1329330
538	290760	1327570
539	291036	1325831
540	291353	1324286
541	291773	1323209
542	292041	1321447
543	292445	1320303
544	292713	1318554
545	293006	1316919
546	293294	1315265
547	293592	1313664
548	293854	1311908
549	294122	1310181
550	294401	1308510
551	294690	1306889
552	294986	1305301
553	295350	1304022
554	295642	1302422
555	295940	1300861
556	296232	1299274
557	296652	1298253
558	296912	1296535
559	297196	1294927
560	297555	1293648
561	297796	1291864
562	298078	1290262
563	298331	1288537
564	298589	1286843
565	298924	1285482
566	299230	1284001
567	299593	1282766
568	299780	1280785
569	300058	1279196
570	300345	1277652
571	300612	1276026
572	300926	1274604
573	301182	1272941
574	301449	1271329
575	301735	1269803
576	302092	1268577
577	302381	1267071
578	302666	1265554
579	303000	1264242
580	303291	1262759
581	303637	1261505
582	303922	1260003
583	304211	1258518
584	304493	1257011
585	304947	1256216
586	305221	1254683
587	305500	1253177
588	305753	1251564
589	306079	1250255
590	306330	1248645
591	306671	1247406
592	306946	1245900
593	307280	1244642
594	307533	1243053
595	307823	1241624
596	308058	1239973
597	308414	1238815
598	308778	1237690
599	309047	1236189
600	309404	1235044
601	309714	1233714
602	310095	1232669
603	310387	1231274
604	310687	1229911
605	311025	1228703
606	311293	1227224
607	311566	1225768
608	311856	1224383
609	312099	1222815
610	312473	1221765
611	312852	1220737
612	313143	1219369
613	313404	1217888
614	313736	1216686
615	314014	1215278
616	314265	1213766
617	314626	1212686
618	314897	1211261
619	315266	1210215
620	315520	1208731
621	315806	1207375
622	316018	1205741
623	316291	1204341
624	316665	1203330
625	316871	1201681
626	317162	1200362
627	317383	1198780
628	317763	1197800
629	318051	1196478
630	318385	1195333
631	318673	1194018
632	318910	1192515
633	319194	1191190
634	319475	1189857
635	319897	1189052
636	320176	1187718
637	320475	1186461
638	320869	1185561
639	321151	1184246
640	321445	1182978
641	321750	1181755
642	321989	1180295
643	322340	1179246
644	322658	1178079
645	323060	1177220
646	323321	1175851
647	323617	1174612
648	323921	1173406
649	324175	1172018
650	324489	1170854
651	324771	1169577
652	325035	1168236
653	325277	1166819
654	325584	1165643
655	325899	1164495
656	326186	1163248
657	326490	1162066
658	326832	1161023
659	327123	1159801
660	327425	1158620
661	327691	1157316
662	327994	1156141
663	328278	1154907
664	328538	1153591
665	328837	1152414
666	329132	1151225
667	329414	1149993
668	329704	1148791
669	330006	1147635
670	330292	1146423
671	330547	1145109
672	330848	1143960
673	331134	1142757
674	331409	1141522
675	331709	1140375
676	331961	1139064
677	332213	1137756
678	332499	1136570
679	332737	1135222
680	332999	1133957
681	333319	1132893
682	333604	1131716
683	333889	1130537
684	334226	1129539
685	334506	1128349
686	334832	1127316
687	335244	1126577
688	335533	1125426
689	335857	1124393
690	336142	1123231
691	336404	1121995
692	336669	1120775
693	337047	1119930
694	337328	1118766
695	337621	1117643
696	337896	1116465
697	338197	1115373
698	338466	1114178
699	338730	1112971
700	339016	1111837
701	339291	1110673
702	339556	1109474
703	339811	1108249
704	340230	1107558
705	340478	1106315
706	340759	1105177
707	341052	1104084
708	341283	1102794
709	341544	1101600
710	341832	1100498
711	342086	1099288
712	342348	1098108
713	342618	1096954
714	342869	1095745
715	343172	1094702
716	343442	1093555
717	343704	1092386
718	343969	1091230
719	344217	1090022
720	344492	1088903
721	344761	1087765
722	345060	1086725
723	345335	1085612
724	345594	1084453
725	345986	1083709
726	346287	1082683
727	346547	1081532
728	346798	1080356
729	347052	1079190
730	347359	1078191
731	347640	1077116
732	347916	1076025
733	348194	1074942
734	348476	1073877
735	348901	1073250
736	349190	1072210
737	349442	1071054
738	349806	1070247
739	350113	1069267
740	350399	1068220
741	350693	1067206
742	350968	1066132
743	351271	1065146
744	351588	1064204
745	351936	1063357
746	352255	1062424
747	352527	1061354
748	352799	1060282
749	353094	1059283
750	353390	1058290
751	353819	1057693
752	354102	1056664
753	354395	1055665
754	354681	1054649
755	355067	1053930
756	355373	1052975
757	355639	1051903
758	355902	1050826
759	356228	1049936
760	356522	1048952
761	356820	1047983
762	357109	1046990
763	357421	1046066
764	357724	1045116
765	358003	1044100
766	358283	1043085
767	358686	1042433
768	359003	1041530
769	359276	1040501
770	359550	1039479
771	359840	1038502
772	360229	1037815
773	360501	1036791
774	360741	1035676
775	361038	1034730
776	361337	1033788
777	361656	1032905
778	361976	1032028
779	362273	1031087
780	362622	1030293
781	362966	1029487
782	363231	1028459
783	363490	1027417
784	363715	1026280
785	363985	1025273
786	364301	1024396
787	364571	1023392
788	364854	1022424
789	365133	1021450
790	365434	1020536
791	365727	1019604
792	366121	1018953
793	366378	1017922
794	366667	1016983
795	366985	1016124
796	367297	1015253
797	367784	1014862
798	368062	1013898
799	368396	1013090
800	368693	1012179
801	368990	1011272
802	369412	1010709
803	369693	1009758
804	369944	1008730
805	370231	1007802
806	370487	1006790
807	370771	1005856
808	371080	1004991
809	371430	1004237
810	371735	1003364
811	372012	1002417
812	372298	1001495
813	372568	1000535
814	372821	999527
815	373129	998669
816	373457	997866
817	373757	996990
818	374041	996072
819	374321	995146
820	374620	994272
821	374907	993367
822	375215	992520
823	375527	991682
824	375825	990811
825	376146	990002
826	376421	989073
827	376725	988222
828	377021	987351
829	377326	986503
830	377614	985615
831	377890	984695
832	378177	983806
833	378474	982944
834	378761	982058
835	379023	981108
836	379347	980321
837	379775	979802
838	380065	978929
839	380342	978022
840	380677	977268
841	381030	976560
842	381471	976078
843	381758	975203
844	382029	974288
845	382340	973476
846	382689	972762
847	382980	971903
848	383280	971068
849	383455	969916
850	383824	969258
851	384132	968446
852	384469	967708
853	384762	966863
854	385095	966117
855	385420	965352
856	385665	964390
857	386066	963816
858	386373	963009
859	386715	962292
860	386988	961403
861	387347	960728
862	387666	959956
863	387951	959101
864	388250	958282
865	388560	957492
866	388838	956623
867	389104	955726
868	389386	954871
869	389657	953988
870	389957	953179
871	390226	952296
872	390638	951762
873	390915	950899
874	391216	950098
875	391516	949292
876	391798	948447
877	392097	947644
878	392376	946792
879	392652	945935
880	392936	945098
881	393284	944419
882	393560	943564
883	393838	942718
884	394200	942072
885	394492	941261
886	394763	940401
887	395039	939553
888	395338	938761
889	395674	938058
890	395992	937316
891	396300	936548
892	396696	935990
893	397034	935297
894	397307	934449
895	397649	933767
896	397953	932994
897	398225	932149
898	398502	931316
899	398799	930531
900	399016	929561
901	399392	928964
902	399694	928194
903	399909	927224
904	400212	926458
905	400590	925867
906	400958	925255
907	401271	924516
908	401545	923686
909	401895	923034
910	402176	922225
911	402473	921453
912	402755	920647
913	403039	919846
914	403339	919085
915	403619	918277
916	403934	917553
917	404213	916745
918	404642	916278
919	404933	915501
920	405208	914689
921	405489	913890
922	405750	913047
923	406039	912270
924	406342	911524
925	406634	910756
926	406910	909952
927	407241	909272
928	407553	908551
929	407873	907848
930	408172	907098
931	408466	906339
932	408780	905627
933	409223	905199
934	409541	904496
935	409857	903788
936	410109	902941
937	410393	902166
938	410684	901407
939	410968	900632
940	411305	899977
941	411599	899227
942	411881	898451
943	412207	897774
944	412508	897043
945	412828	896352
946	413105	895570
947	413392	894811
948	413679	894052
949	413962	893287
950	414283	892605
951	414587	891885
952	414859	891099
953	415234	890535
954	415523	889786
955	415829	889073
956	416186	888472
957	416587	887967
958	416922	887319
959	417208	886568
960	417525	885883
961	417819	885152
962	418176	884553
963	418448	883776
964	418763	883091
965	419168	882596
966	419455	881854
967	419781	881194
968	420163	880652
969	420466	879945
970	420833	879372
971	421176	878750
972	421462	878010
973	421745	877264
974	422059	876585
975	422419	876001
976	422728	875311
977	423033	874615
978	423355	873955
979	423706	873355
980	424004	872645
981	424240	871809
982	424494	871012
983	424768	870256
984	425015	869448
985	425281	868679
986	425530	867874
987	425794	867103
988	426080	866377
989	426410	865741
990	426690	865005
991	427020	864372
992	427283	863602
993	427597	862938
994	427881	862212
995	428174	861507
996	428427	860722
997	428657	859892
998	428911	859110
999	429238	858477
1000	429521	857756
1001	429925	857277
1002	430235	856610
1003	430500	855856
1004	430802	855175
1005	431156	854597
1006	431415	853833
1007	431815	853349
1008	432133	852704
1009	432391	851940
1010	432649	851176
1011	432904	850408
1012	433180	849683
1013	433435	848917
1014	433719	848209
1015	434043	847581
1016	434316	846853
1017	434599	846145
1018	434887	845448
1019	435191	844783
1020	435533	844193
1021	435783	843423
1022	436141	842865
1023	436426	842166
1024	436707	841461
1025	436969	840719
1026	437267	840046
1027	437536	839320
1028	437817	838618
1029	438088	837896
1030	438358	837176
1031	438592	836384
1032	438918	835771
1033	439168	835014
1034	439447	834312
1035	439719	833599
1036	440012	832925
1037	440381	832396
1038	440693	831761
1039	441002	831120
1040	441273	830408
1041	441589	829781
1042	441907	829159
1043	442199	828489
1044	442447	827735
1045	442727	827045
1046	443047	826429
1047	443333	825750
1048	443618	825070
1049	443900	824387
1050	444177	823694
1051	444445	822983
1052	444700	822251
1053	444957	821525
1054	445284	820928
1055	445619	820344
1056	445890	819646
1057	446152	818930
1058	446415	818217
1059	446703	817551
1060	446978	816862
1061	447243	816155
1062	447483	815404
1063	447758	814719
1064	448007	813986
1065	448254	813250
1066	448517	812543
1067	448806	811885
1068	449046	811140
1069	449309	810436
1070	449548	809690
1071	449833	809028
1072	450143	808411
1073	450425	807746
1074	450649	806977
1075	450981	806402
1076	451304	805810
1077	451581	805138
1078	451800	804363
1079	452078	803695
1080	452346	803009
1081	452620	802335
1082	452889	801652
1083	453150	800956
1084	453432	800298
1085	453801	799793
1086	454080	799130
1087	454358	798467
1088	454634	797802
1089	455017	797323
1090	455361	796778
1091	455787	796375
1092	456086	795752
1093	456388	795134
1094	456707	794545
1095	456968	793857
1096	457325	793336
1097	457608	792687
1098	457882	792023
1099	458151	791351
1100	458479	790784
1101	458749	790114
1102	459014	789438
1103	459353	788890
1104	459649	788268
1105	459938	787634
1106	460238	787021
1107	460515	786367
1108	460846	785807
1109	461089	785098
1110	461445	784581
1111	461738	783958
1112	462038	783348
1113	462323	782712
1114	462737	782295
1115	463032	781678
1116	463293	781004
1117	463624	780448
1118	463932	779855
1119	464224	779234
1120	464525	778629
1121	464769	777930
1122	465089	777357
1123	465343	776675
1124	465614	776023
1125	465927	775442
1126	466234	774851
1127	466506	774201
1128	466810	773606
1129	467110	773006
1130	467380	772355
1131	467643	771694
1132	467911	771041
1133	468206	770434
1134	468478	769791
1135	468771	769181
1136	469123	768670
1137	469406	768044
1138	469791	767588
1139	470130	767055
1140	470457	766503
1141	470776	765938
1142	471095	765375
1143	471453	764876
1144	471786	764335
1145	472124	763803
1146	472469	763283
1147	472762	762680
1148	473062	762088
1149	473376	761519
1150	473772	761081
1151	474081	760504
1152	474379	759912
1153	474682	759327
1154	474967	758715
1155	475274	758136
1156	475558	757523
1157	475838	756903
1158	476181	756384
1159	476562	755926
1160	476891	755385
1161	477238	754875
1162	477613	754407
1163	478024	753997
1164	478389	753514
1165	478689	752930
1166	479009	752377
1167	479331	751828
1168	479673	751311
1169	480017	750797
1170	480380	750313
1171	480740	749823
1172	481042	749245
1173	481376	748717
1174	481703	748177
1175	481998	747588
1176	482425	747206
1177	482812	746760
1178	483111	746180
1179	483424	745620
1180	483711	745022
1181	484025	744465
1182	484346	743919
1183	484679	743394
1184	485083	742976
1185	485415	742448
1186	485722	741882
1187	486045	741342
1188	486312	740717
1189	486601	740124
1190	486873	739508
1191	487174	738936
1192	487432	738299
1193	487772	737786
1194	488187	737387
1195	488498	736832
1196	488756	736196
1197	489084	735667
1198	489515	735294
1199	489865	734797
1200	490157	734215
1201	490473	733669
1202	490912	733307
1203	491195	732713
1204	491487	732133
1205	491782	731556
1206	492124	731052
1207	492492	730584
1208	492806	730038
1209	493193	729600
1210	493494	729035
1211	493829	728520
1212	494167	728011
1213	494585	727618
1214	494891	727063
1215	495238	726566
1216	495602	726096
1217	495995	725667
1218	496345	725178
1219	496614	724568
1220	496914	724005
1221	497244	723486
1222	497565	722955
1223	497845	722364
1224	498160	721823
1225	498421	721207
1226	498749	720686
1227	499059	720141
1228	499393	719630
1229	499697	719076
1230	500036	718573
1231	500339	718019
1232	500668	717502
1233	500976	716955
1234	501299	716431
1235	501576	715842
1236	501994	715454
1237	502360	714990
1238	502770	714591
1239	503091	714065
1240	503418	713547
1241	503836	713159
1242	504174	712658
1243	504565	712232
1244	504858	711667
1245	505182	711148
1246	505479	710589
1247	505850	710136
1248	506139	709568
1249	506532	709144
1250	506964	708777
1251	507306	708284
1252	507692	707852
1253	508020	707339
1254	508376	706865
1255	508678	706317
1256	508990	705784
1257	509382	705361
1258	509678	704805
1259	510004	704292
1260	510322	703767
1261	510625	703222
1262	511211	703067
1263	511553	702576
1264	511863	702041
1265	512175	701510
1266	512496	700991
1267	512838	700501
1268	513214	700058
1269	513604	699633
1270	513984	699196
1271	514413	698826
1272	514731	698303
1273	515051	697785
1274	515416	697328
1275	515742	696818
1276	516060	696297
1277	516553	696013
1278	516846	695459
1279	517145	694914
1280	517468	694402
1281	517774	693866
1282	518056	693299
1283	518373	692779
1284	518664	692225
1285	519006	691738
1286	519338	691240
1287	519678	690753
1288	519977	690211
1289	520296	689695
1290	520649	689225
1291	520955	688692
1292	521289	688198
1293	521625	687707
1294	521938	687184
1295	522212	686612
1296	522545	686117
1297	522834	685565
1298	523123	685013
1299	523443	684503
1300	523753	683979
1301	524052	683441
1302	524353	682907
1303	524639	682353
1304	524965	681851
1305	525272	681325
1306	525584	680807
1307	525951	680358
1308	526290	679875
1309	526596	679349
1310	526923	678851
1311	527214	678306
1312	527527	677791
1313	527916	677372
1314	528193	676810
1315	528545	676345
1316	528862	675835
1317	529197	675348
1318	529475	674790
1319	529843	674346
1320	530119	673785
1321	530427	673265
1322	530728	672737
1323	531013	672189
1324	531309	671655
1325	531705	671248
1326	532074	670806
1327	532364	670265
1328	532677	669754
1329	533022	669283
1330	533305	668736
1331	533630	668240
1332	534003	667805
1333	534322	667301
1334	534639	666798
1335	534980	666323
1336	535329	665858
1337	535625	665328
1338	535955	664841
1339	536316	664392
1340	536607	663856
1341	536897	663320
1342	537274	662891
1343	537657	662470
1344	538054	662067
1345	538368	661561
1346	538650	661016
1347	538981	660532
1348	539249	659971
1349	539580	659487
1350	539919	659013
1351	540207	658477
1352	540456	657895
1353	540755	657373
1354	541025	656816
1355	541349	656326
1356	541667	655828
1357	541974	655318
1358	542270	654795
1359	542554	654256
1360	542845	653727
1361	543124	653185
1362	543439	652685
1363	543739	652168
1364	544085	651706
1365	544388	651193
1366	544718	650713
1367	545003	650179
1368	545270	649624
1369	545703	649268
1370	545991	648738
1371	546384	648333
1372	546750	647897
1373	547143	647492
1374	547450	646986
1375	547843	646583
1376	548117	646038
1377	548407	645512
1378	548746	645046
1379	549037	644522
1380	549420	644106
1381	549740	643618
1382	550063	643132
1383	550381	642641
1384	550658	642103
1385	550981	641618
1386	551297	641126
1387	551614	640635
1388	551906	640116
1389	552224	639627
1390	552546	639143
1391	552920	638718
1392	553258	638252
1393	553594	637785
1394	553926	637313
1395	554289	636876
1396	554620	636403
1397	555061	636057
1398	555473	635677
1399	555916	635333
1400	556255	634869
1401	556661	634482
1402	557073	634102
1403	557407	633634
1404	557782	633211
1405	558094	632718
1406	558514	632348
1407	558937	631979
1408	559315	631561
1409	559658	631103
1410	560058	630710
1411	560393	630243
1412	560785	629841
1413	561073	629323
1414	561387	628833
1415	561723	628368
1416	562062	627907
1417	562415	627462
1418	562755	627002
1419	563049	626492
1420	563367	626007
1421	563667	625504
1422	564011	625050
1423	564367	624609
1424	564661	624099
1425	565000	623640
1426	565338	623180
1427	565671	622714
1428	565982	622224
1429	566311	621755
1430	566709	621361
1431	567086	620944
1432	567469	620533
1433	567785	620049
1434	568111	619577
1435	568418	619085
1436	568720	618587
1437	569058	618129
1438	569370	617641
1439	569710	617186
1440	570036	616715
1441	570486	616378
1442	570826	615923
1443	571251	615558
1444	571595	615107
1445	571917	614633
1446	572327	614252
1447	572665	613796
1448	573036	613374
1449	573328	612868
1450	573651	612395
1451	573996	611946
1452	574422	611584
1453	574793	611162
1454	575142	610718
1455	575494	610277
1456	575908	609901
1457	576294	609496
1458	576655	609065
1459	576964	608579
1460	577291	608111
1461	577626	607653
1462	578018	607255
1463	578353	606796
1464	578689	606339
1465	579058	605917
1466	579403	605470
1467	579711	604985
1468	579994	604473
1469	580288	603973
1470	580596	603489
1471	580965	603067
1472	581297	602608
1473	581587	602104
1474	581947	601674
1475	582399	601339
1476	582762	600912
1477	583178	600539
1478	583529	600100
1479	583875	599656
1480	584199	599188
1481	584536	598735
1482	584919	598329
1483	585325	597946
1484	585699	597531
1485	586052	597095
1486	586421	596675
1487	586754	596218
1488	587144	595819
1489	587483	595369
1490	587777	594873
1491	588187	594494
1492	588518	594037
1493	588838	593568
1494	589185	593126
1495	589560	592713
1496	589931	592296
1497	590249	591825
1498	590574	591362
1499	591034	591034
1500	591470	590682
1501	591830	590254
1502	592108	589745
1503	592496	589345
1504	592843	588904
1505	593188	588461
1506	593515	588002
1507	593815	587515
1508	594126	587039
1509	594492	586618
1510	594804	586143
1511	595076	585630
1512	595364	585133
1513	595649	584633
1514	595961	584160
1515	596323	583735
1516	596625	583253
1517	596921	582765
1518	597284	582342
1519	597633	581906
1520	597932	581421
1521	598237	580943
1522	598531	580453
1523	598836	579975
1524	599140	579496
1525	599449	579022
1526	599860	578647
1527	600155	578160
1528	600638	577854
1529	601019	577449
1530	601343	576990
1531	601696	576560
1532	602021	576102
1533	602308	575608
1534	602667	575184
1535	602981	574717
1536	603271	574226
1537	603654	573824
1538	603974	573363
1539	604269	572879
1540	604527	572359
1541	604838	571890
1542	605148	571420
1543	605451	570943
1544	605737	570451
1545	606113	570044
1546	606402	569556
1547	606712	569087
1548	607081	568673
1549	607383	568197
1550	607730	567763
1551	608057	567310
1552	608353	566829
1553	608633	566334
1554	608946	565869
1555	609224	565372
1556	609598	564965
1557	609996	564579
1558	610313	564119
1559	610586	563618
1560	610883	563139
1561	611201	562680
1562	611508	562212
1563	611926	561845
1564	612211	561356
1565	612517	560887
1566	612900	560489
1567	613216	560029
1568	613573	559607
1569	613949	559202
1570	614254	558732
1571	614560	558264
1572	614940	557863
1573	615239	557389
1574	615530	556908
1575	615856	556459
1576	616180	556007
1577	616459	555516
1578	616737	555025
1579	617026	554543
1580	617292	554040
1581	617599	553575
1582	617921	553123
1583	618272	552697
1584	618573	552227
1585	618873	551757
1586	619219	551328
