iter	Passed	Remaining
1587	619549	550884
1588	619830	550397
1589	620168	549961
1590	620454	549478
1591	620763	549017
1592	621060	548545
1593	621362	548077
1594	621670	547615
1595	621989	547164
1596	622307	546711
1597	622648	546278
1598	622977	545835
1599	623403	545477
1600	623695	545003
1601	624031	544566
1602	624292	544065
1603	624620	543622
1604	624983	543210
1605	625345	542796
1606	625661	542344
1607	625950	541867
1608	626261	541410
1609	626568	540950
1610	626992	540591
1611	627312	540142
1612	627604	539669
1613	627925	539222
1614	628259	538786
1615	628526	538292
1616	628795	537801
1617	629076	537320
1618	629396	536872
1619	629665	536381
1620	630049	535988
1621	630311	535492
1622	630639	535052
1623	630923	534575
1624	631233	534120
1625	631572	533690
1626	631855	533213
1627	632166	532759
1628	632441	532276
1629	632752	531823
1630	633017	531331
1631	633297	530852
1632	633613	530404
1633	633915	529944
1634	634220	529487
1635	634501	529009
1636	634778	528529
1637	635135	528116
1638	635403	527628
1639	635708	527172
1640	636045	526742
1641	636349	526286
1642	636646	525824
1643	636971	525385
1644	637270	524924
1645	637727	524595
1646	638025	524133
1647	638316	523667
1648	638656	523241
1649	638965	522790
1650	639251	522319
1651	639507	521825
1652	639787	521350
1653	640192	520978
1654	640493	520521
1655	640779	520052
1656	641040	519564
1657	641371	519132
1658	641727	518720
1659	642027	518262
1660	642361	517833
1661	642751	517449
1662	643019	516967
1663	643345	516532
1664	643668	516094
1665	643969	515639
1666	644252	515170
1667	644601	514754
1668	644903	514299
1669	645224	513861
1670	645524	513406
1671	645805	512936
1672	646086	512466
1673	646400	512023
1674	646713	511579
1675	647028	511137
1676	647347	510698
1677	647629	510230
1678	648021	509848
1679	648323	509396
1680	648610	508933
1681	648979	508534
1682	649267	508071
1683	649591	507637
1684	649888	507182
1685	650179	506723
1686	650556	506331
1687	650901	505913
1688	651225	505480
1689	651606	505091
1690	651905	504638
1691	652291	504253
1692	652599	503808
1693	652957	503401
1694	653297	502981
1695	653604	502535
1696	653939	502111
1697	654252	501670
1698	654544	501213
1699	654874	500786
1700	655142	500311
1701	655455	499871
1702	655734	499405
1703	656045	498964
1704	656335	498507
1705	656658	498075
1706	656958	497625
1707	657247	497168
1708	657509	496690
1709	657894	496306
1710	658232	495886
1711	658515	495425
1712	658773	494945
1713	659115	494528
1714	659400	494069
1715	659726	493641
1716	660002	493175
1717	660269	492704
1718	660653	492319
1719	660948	491868
1720	661351	491498
1721	661617	491026
1722	661931	490590
1723	662210	490128
1724	662477	489657
1725	662752	489192
1726	663050	488745
1727	663310	488269
1728	663608	487823
1729	663954	487411
1730	664280	486985
1731	664595	486551
1732	664903	486112
1733	665265	485713
1734	665555	485261
1735	665855	484816
1736	666153	484370
1737	666431	483910
1738	666725	483462
1739	667030	483021
1740	667377	482612
1741	667664	482159
1742	667954	481709
1743	668217	481238
1744	668581	480841
1745	668865	480387
1746	669144	479930
1747	669420	479470
1748	669733	479037
1749	669997	478569
1750	670292	478124
1751	670576	477671
1752	670851	477211
1753	671153	476771
1754	671428	476312
1755	671717	475863
1756	672004	475413
1757	672302	474971
1758	672599	474528
1759	672877	474072
1760	673176	473631
1761	673501	473209
1762	673807	472773
1763	674099	472328
1764	674400	471889
1765	674701	471450
1766	674942	470969
1767	675241	470530
1768	675544	470093
1769	675906	469697
1770	676205	469258
1771	676475	468799
1772	676759	468349
1773	677061	467912
1774	677399	467500
1775	677690	467056
1776	678001	466626
1777	678292	466183
1778	678657	465790
1779	678977	465366
1780	679319	464958
1781	679625	464525
1782	679923	464086
1783	680273	463683
1784	680636	463290
1785	680941	462857
1786	681331	462481
1787	681702	462093
1788	681995	461652
1789	682298	461218
1790	682581	460770
1791	682854	460317
1792	683162	459886
1793	683455	459446
1794	683754	459010
1795	684044	458568
1796	684348	458136
1797	684653	457705
1798	685016	457312
1799	685425	456950
1800	685743	456528
1801	686063	456106
1802	686373	455678
1803	686689	455255
1804	686959	454801
1805	687246	454358
1806	687564	453937
1807	687927	453544
1808	688240	453120
1809	688528	452679
1810	688928	452311
1811	689209	451865
1812	689526	451444
1813	689794	450990
1814	690065	450538
1815	690349	450095
1816	690772	449743
1817	691046	449294
1818	691349	448863
1819	691660	448439
1820	692181	448150
1821	692475	447714
1822	692761	447273
1823	693129	446886
1824	693558	446537
1825	693875	446116
1826	694170	445682
1827	694501	445271
1828	694916	444913
1829	695229	444491
1830	695533	444062
1831	695814	443619
1832	696091	443174
1833	696405	442752
1834	696794	442379
1835	697101	441953
1836	697415	441532
1837	697771	441137
1838	698129	440744
1839	698423	440310
1840	698728	439883
1841	699026	439453
1842	699335	439029
1843	699616	438587
1844	699922	438162
1845	700293	437778
1846	700545	437319
1847	700884	436915
1848	701182	436485
1849	701474	436051
1850	701773	435622
1851	702076	435196
1852	702374	434767
1853	702659	434329
1854	702992	433922
1855	703396	433558
1856	703711	433140
1857	704043	432732
1858	704365	432319
1859	704689	431906
1860	704978	431472
1861	705318	431069
1862	705643	430658
1863	705933	430225
1864	706211	429785
1865	706512	429359
1866	706900	428987
1867	707174	428544
1868	707479	428121
1869	707789	427701
1870	708100	427282
1871	708399	426855
1872	708722	426444
1873	709044	426032
1874	709344	425606
1875	709640	425179
1876	709938	424752
1877	710220	424316
1878	710524	423894
1879	710870	423497
1880	711282	423139
1881	711587	422717
1882	711913	422308
1883	712207	421880
1884	712514	421460
1885	712790	421022
1886	713076	420590
1887	713383	420170
1888	713782	419805
1889	714054	419365
1890	714332	418929
1891	714608	418491
1892	714883	418053
1893	715176	417626
1894	715473	417202
1895	715861	416830
1896	716127	416388
1897	716465	415988
1898	716796	415583
1899	717073	415148
1900	717430	414758
1901	717727	414334
1902	718039	413919
1903	718313	413483
1904	718626	413068
1905	719013	412697
1906	719350	412296
1907	719763	411940
1908	720070	411522
1909	720397	411117
1910	720690	410691
1911	721155	410364
1912	721599	410025
1913	722005	409664
1914	722366	409277
1915	722676	408863
1916	722981	408444
1917	723312	408041
1918	723607	407618
1919	723895	407191
1920	724175	406759
1921	724463	406332
1922	724803	405935
1923	725084	405504
1924	725397	405092
1925	725682	404663
1926	726114	404318
1927	726434	403909
1928	726719	403482
1929	727006	403055
1930	727416	402697
1931	727722	402281
1932	728006	401853
1933	728323	401444
1934	728629	401028
1935	728869	400577
1936	729169	400158
1937	729492	399752
1938	729796	399336
1939	730098	398919
1940	730405	398505
1941	730775	398125
1942	731073	397707
1943	731405	397306
1944	731738	396907
1945	732034	396487
1946	732432	396122
1947	732775	395728
1948	733077	395312
1949	733386	394900
1950	733704	394493
1951	733999	394073
1952	734294	393654
1953	734710	393299
1954	734995	392874
1955	735294	392457
1956	735567	392027
1957	735873	391614
1958	736149	391184
1959	736442	390765
1960	736743	390349
1961	737040	389932
1962	737363	389529
1963	737638	389100
1964	737965	388699
1965	738264	388283
1966	738581	387877
1967	738853	387447
1968	739297	387107
1969	739585	386686
1970	739916	386288
1971	740233	385882
1972	740534	385468
1973	740820	385046
1974	741114	384629
1975	741457	384237
1976	741790	383840
1977	742106	383434
1978	742497	383067
1979	742874	382693
1980	743188	382286
1981	743473	381864
1982	743774	381451
1983	744109	381056
1984	744440	380658
1985	744766	380258
1986	745081	379852
1987	745401	379449
1988	745705	379038
1989	746033	378640
1990	746457	378289
1991	746781	377889
1992	747083	377477
1993	747380	377063
1994	747668	376644
1995	747959	376228
1996	748260	375816
1997	748563	375405
1998	748883	375003
1999	749165	374582
2000	749502	374189
2001	749866	373809
2002	750173	373401
2003	750476	372991
2004	750766	372574
2005	751092	372176
2006	751401	371769
2007	751698	371357
2008	752002	370947
2009	752311	370541
2010	752581	370115
2011	752986	369756
2012	753266	369336
2013	753562	368923
2014	753837	368501
2015	754142	368093
2016	754432	367678
2017	754734	367269
2018	755010	366847
2019	755298	366432
2020	755620	366033
2021	755896	365611
2022	756238	365222
2023	756542	364814
2024	756820	364394
2025	757136	363993
2026	757616	363670
2027	757933	363269
2028	758225	362856
2029	758553	362461
2030	758836	362044
2031	759123	361629
2032	759407	361213
2033	759758	360829
2034	760056	360419
2035	760350	360008
2036	760645	359598
2037	760952	359193
2038	761320	358817
2039	761704	358449
2040	762013	358045
2041	762286	357625
2042	762597	357222
2043	762907	356819
2044	763251	356432
2045	763588	356042
2046	763905	355643
2047	764256	355259
2048	764546	354848
2049	764886	354459
2050	765259	354086
2051	765508	353656
2052	765876	353280
2053	766132	352853
2054	766432	352447
2055	766750	352048
2056	767068	351650
2057	767355	351238
2058	767726	350864
2059	767981	350438
2060	768286	350034
2061	768550	349612
2062	768870	349215
2063	769189	348818
2064	769547	348438
2065	769860	348039
2066	770158	347633
2067	770475	347235
2068	770849	346863
2069	771171	346468
2070	771491	346072
2071	771825	345682
2072	772116	345273
2073	772406	344864
2074	772701	344457
2075	773011	344057
2076	773306	343650
2077	773642	343262
2078	773966	342868
2079	774412	342528
2080	774747	342140
2081	775069	341745
2082	775383	341347
2083	775873	341027
2084	776221	340644
2085	776606	340277
2086	776907	339873
2087	777223	339476
2088	777538	339079
2089	777913	338708
2090	778196	338297
2091	778557	337920
2092	778878	337526
2093	779173	337120
2094	779520	336738
2095	779824	336336
2096	780113	335928
2097	780417	335527
2098	780725	335127
2099	781023	334724
2100	781349	334332
2101	781662	333935
2102	781988	333544
2103	782292	333143
2104	782612	332749
2105	783020	332393
2106	783364	332009
2107	783662	331606
2108	783973	331209
2109	784276	330808
2110	784689	330454
2111	784982	330049
2112	785334	329669
2113	785622	329262
2114	785936	328866
2115	786355	328515
2116	786655	328113
2117	786986	327725
2118	787289	327324
2119	787618	326935
2120	787938	326543
2121	788250	326147
2122	788635	325780
2123	788946	325384
2124	789248	324984
2125	789564	324590
2126	789913	324209
2127	790204	323805
2128	790488	323398
2129	790782	322995
2130	791068	322589
2131	791386	322196
2132	791728	321813
2133	792110	321446
2134	792421	321051
2135	792825	320693
2136	793191	320320
2137	793503	319924
2138	793875	319554
2139	794261	319189
2140	794565	318791
2141	794877	318396
2142	795199	318005
2143	795509	317609
2144	795821	317215
2145	796229	316859
2146	796533	316461
2147	796821	316057
2148	797149	315669
2149	797475	315281
2150	797795	314890
2151	798143	314509
2152	798500	314133
2153	798858	313757
2154	799142	313352
2155	799547	312995
2156	799864	312603
2157	800168	312206
2158	800457	311803
2159	800724	311392
2160	801008	310988
2161	801304	310589
2162	801598	310188
2163	801887	309786
2164	802187	309388
2165	802582	309027
2166	803991	309056
2167	806100	309352
2168	807918	309534
2169	809776	309730
2170	811724	309958
2171	813859	310255
2172	815699	310438
2173	817532	310617
2174	819010	310659
2175	820739	310794
2176	822500	310940
2177	824292	311096
2178	826217	311300
2179	828477	311629
2180	830197	311752
2181	831540	311732
2182	833407	311907
2183	834949	311959
2184	836483	312006
2185	837967	312033
2186	839686	312146
2187	841434	312269
2188	842856	312268
2189	844171	312227
2190	845736	312277
2191	847299	312325
2192	848656	312296
2193	850028	312271
2194	851700	312355
2195	853111	312341
2196	855082	312531
2197	856606	312556
2198	857850	312477
2199	859118	312406
2200	860366	312327
2201	861749	312296
2202	862983	312209
2203	864136	312092
2204	865768	312147
2205	867382	312194
2206	868782	312163
2207	870165	312124
2208	871461	312053
2209	872744	311976
2210	874016	311894
2211	875580	311915
2212	876835	311825
2213	878588	311910
2214	879856	311822
2215	881108	311727
2216	882326	311619
2217	883688	311562
2218	884950	311467
2219	886412	311442
2220	887975	311451
2221	889373	311400
2222	890360	311205
2223	891287	310988
2224	892524	310879
2225	893826	310791
2226	895405	310798
2227	896796	310739
2228	898415	310757
2229	900958	311093
2230	902628	311125
2231	904009	311057
2232	905405	310992
2233	906792	310923
2234	908261	310881
2235	909584	310788
2236	911229	310803
2237	912973	310851
2238	914399	310789
2239	916011	310789
2240	917411	310716
2241	918882	310665
2242	920017	310500
2243	921479	310444
2244	922907	310376
2245	924200	310261
2246	925652	310198
2247	926984	310094
2248	928219	309956
2249	929781	309927
2250	930963	309769
2251	932509	309732
2252	934223	309749
2253	935932	309762
2254	937337	309674
2255	939169	309726
2256	940503	309611
2257	941949	309533
2258	943332	309433
2259	945095	309456
2260	946165	309250
2261	947400	309098
2262	948686	308962
2263	949892	308798
2264	950989	308599
2265	952250	308451
2266	953693	308362
2267	954966	308216
2268	956143	308039
2269	957698	307982
2270	959345	307953
2271	960620	307804
2272	962339	307796
2273	963582	307634
2274	965104	307560
2275	966332	307392
2276	967344	307154
2277	967655	306693
2278	967966	306232
2279	968230	305756
2280	968539	305295
2281	968793	304817
2282	969089	304352
2283	969398	303892
2284	969726	303437
2285	970034	302976
2286	970372	302525
2287	970678	302064
2288	970950	301592
2289	971176	301107
2290	971445	300635
2291	971677	300151
2292	971971	299687
2293	972272	299226
2294	972528	298750
2295	972887	298306
2296	973117	297823
2297	973398	297356
2298	973656	296882
2299	973912	296408
2300	974124	295920
2301	974393	295450
2302	974663	294980
2303	974919	294506
2304	975219	294046
2305	975485	293576
2306	975774	293113
2307	976109	292663
2308	976414	292205
2309	976786	291767
2310	977130	291321
2311	977512	290886
2312	977813	290427
2313	978116	289968
2314	978441	289517
2315	978760	289064
2316	979071	288608
2317	979370	288149
2318	979615	287674
2319	979898	287211
2320	980149	286739
2321	980397	286266
2322	980653	285795
2323	980986	285347
2324	981295	284892
2325	981562	284425
2326	981804	283951
2327	982074	283485
2328	982351	283021
2329	982658	282566
2330	982951	282108
2331	983291	281663
2332	983652	281224
2333	983927	280760
2334	984175	280289
2335	984470	279832
2336	984755	279372
2337	985075	278922
2338	985381	278468
2339	985692	278015
2340	986007	277564
2341	986274	277100
2342	986545	276636
2343	986813	276173
2344	987107	275716
2345	987472	275280
2346	987738	274816
2347	988018	274356
2348	988271	273888
2349	988534	273424
2350	988857	272976
2351	989098	272506
2352	989320	272031
2353	989592	271570
2354	989888	271116
2355	990163	270655
2356	990430	270193
2357	990710	269735
2358	990980	269274
2359	991255	268815
2360	991486	268343
2361	991711	267871
2362	991976	267409
2363	992252	266951
2364	992478	266479
2365	992724	266013
2366	992971	265547
2367	993371	265122
2368	993666	264670
2369	993956	264216
2370	994224	263756
2371	994484	263295
2372	994768	262840
2373	995051	262384
2374	995346	261933
2375	995649	261483
2376	995934	261029
2377	996215	260574
2378	996590	260144
2379	996886	259693
2380	997184	259242
2381	997463	258787
2382	997784	258343
2383	998167	257915
2384	998384	257445
2385	998650	256987
2386	998921	256530
2387	999157	256065
2388	999421	255607
2389	999653	255141
2390	999939	254689
2391	1000175	254225
2392	1000433	253766
2393	1000710	253312
2394	1000969	252854
2395	1001238	252399
2396	1001479	251936
2397	1001756	251483
2398	1002095	251045
2399	1002351	250587
2400	1002615	250131
2401	1002948	249693
2402	1003217	249238
2403	1003507	248789
2404	1003825	248347
2405	1004070	247887
2406	1004333	247432
2407	1004607	246979
2408	1004895	246530
2409	1005201	246086
2410	1005503	245641
2411	1005738	245179
2412	1005979	244720
2413	1006311	244282
2414	1006756	243872
2415	1006997	243413
2416	1007371	242986
2417	1007627	242530
2418	1007875	242073
2419	1008163	241625
2420	1008472	241183
2421	1008769	240738
2422	1009035	240286
2423	1009319	239838
2424	1009597	239389
2425	1009958	238959
2426	1010216	238506
2427	1010497	238057
2428	1010764	237606
2429	1011085	237168
2430	1011373	236722
2431	1011686	236281
2432	1011979	235837
2433	1012268	235392
2434	1012619	234961
2435	1012912	234516
2436	1013193	234069
2437	1013545	233639
2438	1013825	233192
2439	1014111	232746
2440	1014521	232329
2441	1014797	231882
2442	1015110	231443
2443	1015401	230999
2444	1015661	230548
2445	1015968	230108
2446	1016294	229673
2447	1016554	229223
2448	1016815	228773
2449	1017067	228321
2450	1017305	227866
2451	1017558	227415
2452	1017870	226977
2453	1018156	226533
2454	1018466	226095
2455	1018691	225638
2456	1018945	225188
2457	1019230	224744
2458	1019491	224296
2459	1019770	223851
2460	1020022	223401
2461	1020245	222945
2462	1020498	222496
2463	1020753	222047
2464	1020978	221591
2465	1021250	221146
2466	1021509	220699
2467	1021771	220252
2468	1022017	219802
2469	1022258	219350
2470	1022607	218923
2471	1022890	218481
2472	1023175	218040
2473	1023538	217615
2474	1023777	217164
2475	1024057	216722
2476	1024304	216274
2477	1024547	215824
2478	1024771	215371
2479	1024997	214918
2480	1025324	214487
2481	1025552	214035
2482	1025809	213589
2483	1026053	213141
2484	1026413	212717
2485	1026721	212282
2486	1027021	211846
2487	1027298	211405
2488	1027585	210966
2489	1027833	210520
2490	1028126	210082
2491	1028417	209645
2492	1028700	209206
2493	1029010	208772
2494	1029324	208340
2495	1029606	207901
2496	1029866	207458
2497	1030111	207011
2498	1030363	206567
2499	1030641	206128
2500	1030976	205700
2501	1031284	205267
2502	1031581	204832
2503	1031869	204395
2504	1032191	203966
2505	1032506	203534
2506	1032792	203098
2507	1033086	202662
2508	1033365	202225
2509	1033619	201782
2510	1033885	201342
2511	1034130	200898
2512	1034564	200490
2513	1034838	200052
2514	1035091	199610
2515	1035360	199171
2516	1035606	198727
2517	1035924	198298
2518	1036250	197870
2519	1036524	197433
2520	1036811	196998
2521	1037085	196561
2522	1037371	196126
2523	1037675	195694
2524	1038062	195279
2525	1038320	194839
